,metabolite,degrading,producing
142,HMDB0003571,"['ACOT6', 'ECHS1', 'BAAT', 'ACOT7', 'ACOT1', 'GPAT3', 'ACOT4', 'GPAT2', 'HADH', 'ACADL', 'ACADM', 'ACOT2', 'GPAT4', 'SOAT2', 'GPAM', 'ACAD9', 'SOAT1', 'ACOX3']","['ACOX1', 'ELOVL2', 'ELOVL5', 'EHHADH', 'HADHB', 'ACAA2', 'ACAA1', 'ACADVL', 'FASN', 'ELOVL6', 'HSD17B4', 'HADHA', 'MYO5B', 'CRAT', 'CPT2']"
143,HMDB0006513,"['ACOT6', 'ECHS1', 'BAAT', 'ACOT7', 'ACOT1', 'GPAT3', 'HADHB', 'HSD17B10', 'ACOT4', 'ACAA2', 'GPAT2', 'HADH', 'ACADM', 'ACADL', 'ACOT2', 'GPAT4', 'ACADVL', 'SOAT2', 'GPAM', 'ACAD9', 'SOAT1', 'ACADS', 'HADHA']","['ACOX1', 'EHHADH', 'ACAA1', 'HSD17B4', 'CRAT', 'ABCD1', 'ABCD2']"
144,HMDB0003952,"['ECI1', 'ECI2', 'ECH1']","['ACOX1', 'EHHADH', 'HADHB', 'ACAA1', 'ACADVL', 'HSD17B4', 'HADHA', 'MYO5B']"
145,HMDB0304118,[],"['ACOX1', 'EHHADH', 'HADHB', 'ACAA2', 'MYO5B', 'ACAA1', 'HSD17B4', 'HADHA']"
146,HMDB0006404,"['ACAD9', 'ACOX3', 'ACADL']","['ACOX1', 'ELOVL2', 'ELOVL5', 'ECHS1', 'EHHADH', 'ACAA2', 'HADH', 'ELOVL6', 'ACADM', 'ACAA1', 'FASN', 'HSD17B4', 'HADHA', 'MYO5B']"
147,HMDB0001070,"['ELOVL2', 'ELOVL5', 'ACAD9', 'ACOX3', 'ELOVL6', 'ACADL']","['ACOX1', 'ECHS1', 'EHHADH', 'ACAA2', 'HADH', 'ACADM', 'ACAA1', 'FASN', 'HSD17B4', 'ACSL3', 'ACADS', 'HADHA', 'MYO5B']"
148,HMDB0000939,"['UGT1A9', 'SARDH', 'DMGDH', 'CYP2C8', 'CYP3A4', 'UGT1A6', 'UGT1A1', 'AHCYL2', 'NTMT1', 'PRDM7', 'SETD3', 'PRMT5', 'FTSJ3', 'PRDM9', 'CARM1', 'SMYD2', 'PRMT1', 'PRMT6', 'ALKBH8', 'CAMKMT', 'TRMT44', 'HENMT1', 'TRMT5', 'LCMT1', 'NTMT2', 'PRDM2', 'PRMT7', 'TGS1', 'MRM2', 'PRDM6', 'NSUN2', 'PRMT2', 'TRMT61A', 'TRMT61B', 'FTSJ1', 'TRMT2B', 'TRMT13', 'MTRR', 'EMG1', 'DIMT1']","['DNMT1', 'KMT5B', 'INMT', 'NSD2', 'SETD1A', 'KMT2B', 'KMT5A', 'PEMT', 'COMT', 'EHMT1', 'SETD2', 'COMTD1', 'HNMT', 'KMT2D', 'SETDB2', 'SMYD3', 'NNMT', 'KMT2C', 'KMT2E', 'PNMT', 'DNMT3B', 'NSD3', 'SETD1B', 'SETDB1', 'NSD1', 'TRDMT1', 'GNMT', 'DOT1L', 'KMT2A', 'COQ5', 'SETD7', 'KMT5C', 'COQ3', 'ASMT', 'EHMT2', 'DNMT3L', 'SUV39H1', 'ICMT', 'SETMAR', 'DNMT3A', 'ASH1L', 'SUV39H2', 'ALDH3B2', 'CYP27A1', 'ALDH3A1', 'ALDH1A3', 'ALDH3B1', 'METTL2B', 'HEMK1', 'METTL6', 'BUD23', 'SLC25A26']"
149,HMDB0011117,"['AHCYL2', 'AHCY', 'AHCYL1', 'METTL2B', 'HEMK1', 'METTL6', 'BUD23']","['DNMT1', 'DNMT3B', 'TRDMT1', 'DNMT3A']"
150,HMDB0001185,"['DNMT1', 'INMT', 'PEMT', 'COMT', 'COMTD1', 'HNMT', 'NNMT', 'PNMT', 'DNMT3B', 'GNMT', 'AMD1', 'TRDMT1', 'COQ5', 'COQ3', 'ASMT', 'DNMT3L', 'TOMT', 'ICMT', 'DNMT3A', 'ALDH3B2', 'CYP27A1', 'ALDH3A1', 'ALDH1A3', 'ALDH3B1', 'NTMT1', 'PRDM7', 'SETD3', 'PRMT5', 'FTSJ3', 'PRDM9', 'CARM1', 'SMYD2', 'PRMT6', 'ALKBH8', 'LIAS', 'CAMKMT', 'PRMT1', 'METTL2B', 'TRMT44', 'HENMT1', 'TRMT5', 'HEMK1', 'LCMT1', 'NTMT2', 'PRDM2', 'PRMT7', 'TGS1', 'MRM2', 'METTL6', 'PRDM6', 'NSUN2', 'PRMT2', 'TRMT61A', 'TRMT61B', 'BUD23', 'FTSJ1', 'TRMT2B', 'TRMT13', 'EMG1', 'DIMT1']","['UGT1A9', 'SARDH', 'DMGDH', 'CYP2C8', 'CYP3A4', 'UGT1A6', 'MAT2A', 'UGT1A1', 'MAT2B', 'MAT1A', 'MTRR', 'SLC25A26']"
151,HMDB0011118,"['DNMT1', 'DNMT3B', 'TRDMT1', 'DNMT3A', 'METTL2B', 'HEMK1', 'METTL6', 'BUD23']","['MAT2A', 'MAT2B', 'MAT1A']"
152,HMDB0060239,"['ELOVL2', 'ELOVL5', 'ELOVL4', 'ELOVL3', 'GPAT3', 'ELOVL1', 'GPAT2', 'ELOVL7', 'GPAT4', 'SOAT2', 'GPAM', 'SOAT1', 'ACOX3', 'ELOVL6']","['ACOX1', 'ACSL1', 'EHHADH', 'ACAA1', 'HSD17B4', 'CRAT', 'SLC27A2', 'ABCD1', 'ABCD2', 'SLC27A1']"
153,HMDB0001206,"['ELOVL2', 'HMGCS2', 'ACACA', 'ELOVL5', 'NAGS', 'AANAT', 'GNPNAT1', 'FASN', 'CS', 'ACACB', 'ELOVL6', 'ACOT12', 'ELOVL7', 'ELOVL1', 'ELOVL3', 'ELOVL4', 'NAT8L', 'ACAT2', 'ATAT1', 'CDYL', 'HGSNAT']","['ACOX1', 'ECI1', 'MLYCD', 'PDHA2', 'ACSS2', 'DECR1', 'DECR2', 'SLC27A4', 'PDHX', 'DLD', 'ECI2', 'PDHB', 'ECHS1', 'ACOT8', 'DLAT', 'AACS', 'BAAT', 'ACOT1', 'AASDH', 'EHHADH', 'HADHB', 'HSD17B10', 'PDHA1', 'SLC27A2', 'AMACR', 'ACOT4', 'ALDH6A1', 'ACAA2', 'ACOT7', 'MYO5B', 'HMGCLL1', 'ACSF3', 'HADH', 'ACADM', 'ACOT2', 'ACLY', 'ACAA1', 'ACADVL', 'HSD17B4', 'HMGCL', 'ACSS1', 'ACSF2', 'HADHA', 'SLC27A1', 'ACOX3', 'ACADS', 'SLC27A3', 'ACSS3', 'SLC33A1']"
154,HMDB0000050,"['ADK', 'ADA', 'DCK', 'ADA2']","['ACP2', 'AHCYL2', 'NT5C1A', 'ACP5', 'NT5M', 'NT5E', 'NT5C3A', 'AHCY', 'ACP6', 'AHCYL1', 'NT5C2', 'ACP3', 'NT5C1B', 'NT5C', 'RBAK', 'NT5C3B', 'SLC28A1', 'SLC29A3', 'SLC29A2', 'SLC29A4', 'SLC28A2', 'SLC28A3', 'SLC29A1', 'FASN']"
155,HMDB0001373,[],"['ACP2', 'COASY', 'ACP5', 'ACP6', 'ACP3']"
156,HMDB0000296,"['UCK2', 'UCKL1', 'UCK1']","['ACP2', 'CDA', 'ACP5', 'NT5M', 'NT5E', 'NT5C3A', 'ACP6', 'AICDA', 'ACP3', 'NT5C2', 'NT5C1B', 'NT5C1A', 'NT5C3B', 'APOBEC4', 'NT5C', 'APOBEC3D', 'APOBEC3H', 'APOBEC3A', 'APOBEC3F', 'APOBEC3C', 'APOBEC3B', 'SLC28A1', 'SLC29A3', 'SLC29A2', 'SLC28A2', 'SLC28A3', 'SLC29A1']"
157,HMDB0000014,"['CDA', 'DCK', 'AICDA', 'APOBEC3G']","['ACP2', 'NT5C1A', 'GUCA1A', 'ACP5', 'NT5E', 'NT5C3A', 'ACP6', 'ACP3', 'NT5C1B', 'NT5C', 'NT5C2', 'RBAK', 'NT5M', 'NT5C3B', 'SLC28A1', 'SLC29A2', 'SLC28A3', 'SLC29A1']"
158,HMDB0000089,"['UCK2', 'FGGY', 'CDA', 'NOL9', 'FN3KRP', 'FAM20B', 'AICDA', 'UCK1', 'FN3K', 'UCKL1', 'APOBEC4', 'APOBEC3D', 'APOBEC3H', 'APOBEC3A', 'APOBEC3F', 'APOBEC3C', 'APOBEC3B']","['ACP2', 'NT5C1A', 'ACP5', 'NT5E', 'NT5C3A', 'ACP6', 'NT5C2', 'ACP3', 'NT5C1B', 'NT5C', 'RBAK', 'NT5M', 'NT5C3B', 'SLC28A1', 'SLC29A3', 'SLC29A2', 'SLC28A3', 'SLC29A1']"
159,HMDB0000273,"['TK1', 'TK2']","['ACP2', 'NT5C1A', 'ACP5', 'NT5M', 'NT5E', 'NT5C3A', 'ACP6', 'NT5C2', 'ACP3', 'NT5C1B', 'NT5C', 'RBAK', 'NT5C3B', 'SLC28A1', 'SLC29A3', 'SLC29A2', 'SLC28A3', 'SLC29A1']"
160,HMDB0000101,"['ADA', 'ADA2']","['ACP2', 'NT5C1A', 'ACP5', 'NT5E', 'NT5C3A', 'ACP6', 'NT5C2', 'ACP3', 'NT5C1B', 'NT5C', 'RBAK', 'NT5M', 'NT5C3B', 'SLC28A1', 'SLC29A2', 'SLC28A3', 'SLC29A1']"
161,HMDB0000085,['DGUOK'],"['ACP2', 'NT5C1A', 'ACP5', 'NT5E', 'NT5C3A', 'ACP6', 'NT5C2', 'ACP3', 'NT5C1B', 'NT5C', 'RBAK', 'NT5M', 'NT5C3B', 'SLC29A2', 'SLC28A2', 'SLC28A3', 'SLC29A1']"
162,HMDB0000133,[],"['ACP2', 'NT5C1A', 'ACP5', 'NT5E', 'NT5C3A', 'ACP6', 'NT5C2', 'ACP3', 'NT5C1B', 'NT5C', 'RBAK', 'NT5M', 'NT5C3B', 'SLC29A3', 'SLC29A2', 'SLC28A2', 'SLC28A3', 'SLC29A1']"
163,HMDB0000143,"['GALK2', 'GALK1', 'FAM227B', 'HK2', 'HK1', 'HK3', 'HKDC1']","['LCT', 'GALNS', 'PSAP', 'CTSA', 'NEU1', 'GALC', 'GLB1', 'GM2A', 'GLB1L', 'GLA', 'HEXA', 'TMPPE', 'HEXB', 'RPL36A', 'HEXD', 'SLC5A2', 'SLC5A9', 'SLC2A3', 'SLC5A10', 'SLC2A10', 'SLC2A2', 'SLC2A1', 'SLC5A1', 'SLC2A8']"
164,HMDB0000186,"['LCT', 'GALNS', 'CTSA', 'NEU1']","['LALBA', 'B4GALT2', 'GLB1', 'B4GALT1', 'GLB1L', 'TMPPE']"
165,HMDB0000005,"['SLC16A4', 'SLC16A5', 'SLC16A8', 'SLC16A6', 'SLC16A3']","['CTH', 'SDS', 'SDSL', 'SLC16A1', 'SLC16A7']"
166,HMDB0003288,['SCLY'],['CTH']
167,HMDB0000574,"['CDO1', 'GCLM', 'PPCS', 'CARS2', 'GCLC', 'NDUFAB1', 'CARS1', 'MOCOS', 'NFS1', 'SLC7A6', 'SLC1A5', 'SLC7A9', 'SLC1A4', 'SLC3A1']","['CTH', 'PCYOX1', 'GGCT', 'CBS', 'ANPEP', 'GGACT', 'NPEPPS', 'LAP3', 'SLC7A10', 'SLC38A5', 'SLC7A8', 'SLC7A5', 'CLTRN', 'SLC3A2', 'SLC38A2', 'ACE2', 'SLC43A2', 'SLC6A19', 'SLC6A18', 'SLC6A14', 'SLC6A15', 'SLC7A11', 'ABCA1', 'SLC43A1', 'SLC7A2', 'SLC36A1', 'SLC7A1', 'SLC38A4', 'SLC7A3', 'SLC7A7', 'SLC6A9']"
168,HMDB0006343,"['CTH', 'PAPSS2', 'PAPSS1']",['CBS']
169,HMDB0000099,['CTH'],['CBS']
170,HMDB0003947,"['ACOT6', 'BAAT', 'ACOT7', 'ACOT1', 'GPAT3', 'ACOT4', 'GPAT2', 'ACADL', 'ACADM', 'ACOT2', 'GPAT4', 'ACADVL', 'SOAT2', 'FADS1', 'ACAD9', 'SOAT1', 'GPAM', 'FADS3', 'ACADS', 'FADS2', 'ELOVL7', 'ELOVL3']","['ELOVL2', 'ELOVL5', 'ELOVL4', 'ELOVL6', 'TECRL', 'TECR', 'CRAT']"
171,HMDB0062535,[],"['ACOX1', 'ACOX2', 'ACOX3']"
172,HMDB0060190,"['HADHB', 'ACAA2', 'MYO5B', 'ACAA1']","['ELOVL2', 'ELOVL5', 'ELOVL4', 'EHHADH', 'HSD17B10', 'HADH', 'HSD17B4', 'HADHA', 'ELOVL6']"
173,HMDB0060215,"['HADHB', 'ACAA2', 'MYO5B', 'ACAA1']","['ELOVL2', 'ELOVL5', 'LOXL2', 'ELOVL4', 'EHHADH', 'HSD17B10', 'HADH', 'HSD17B4', 'HADHA', 'ELOVL6']"
174,HMDB0006498,"['HADHB', 'ACAA2', 'ACAA1', 'MYO5B', 'HSD17B12']","['ELOVL2', 'ELOVL5', 'CTSA', 'ELOVL4', 'ELOVL3', 'EHHADH', 'HSD17B10', 'ELOVL1', 'ELOVL7', 'HADH', 'HSD17B4', 'HADHA', 'ELOVL6']"
175,HMDB0060238,"['MYO5B', 'ACAA1']","['ELOVL2', 'ELOVL5', 'HIRIP3', 'ELOVL4', 'ELOVL3', 'EHHADH', 'ELOVL1', 'ELOVL7', 'HSD17B4', 'ELOVL6']"
176,HMDB0000220,"['ACSL1', 'CYP4F2', 'CYP4F3', 'ACSBG2', 'SLC27A2', 'ACSL4', 'ACSL6', 'ACSL5', 'ACSL3', 'CYP4A11', 'CYP4A22', 'LYPLA1', 'LYPLA2', 'ABCA1']","['ELOVL2', 'PGAP1', 'ELOVL5', 'CLPS', 'ACOT8', 'GNPAT', 'SGPL1', 'ACOT4', 'AGPS', 'ACOT2', 'PPT2', 'LIPA', 'CEL', 'PPT1', 'ELOVL6', 'BAAT', 'ACOT1', 'EGFL8', 'ACOT7', 'ACOT6', 'THEM5', 'THEM4', 'ACOT7L', 'SLC27A4', 'SLC27A5', 'ABCD1', 'SLC27A1', 'SLC27A3', 'FABP9', 'SLC27A6', 'FABP6', 'FABP3', 'FABP2', 'CD36', 'FABP4', 'FABP1', 'FABP7', 'FABP12', 'FABP5']"
177,HMDB0006368,"['ELOVL2', 'ACOT6', 'ELOVL5', 'BAAT', 'ELOVL4', 'ACOT7', 'ACOT1', 'GPAT3', 'ELOVL1', 'ACOT4', 'GPAT2', 'ACADL', 'ACOT2', 'GPAT4', 'ACADVL', 'SOAT2', 'ACOX2', 'ACAD9', 'SOAT1', 'GPAM', 'ACOX3', 'ELOVL6', 'ELOVL7', 'ELOVL3']","['ACOX1', 'HADHB', 'EHHADH', 'SLC27A2', 'ACAA2', 'ACADM', 'FADS1', 'HSD17B4', 'HADHA', 'FADS3', 'ACADS', 'FADS2', 'CRAT']"
178,HMDB0001175,"['ELOVL2', 'MLYCD', 'ELOVL5', 'HIRIP3', 'LOXL2', 'CTSA', 'ELOVL4', 'ELOVL3', 'ELOVL1', 'ELOVL7', 'FASN', 'ELOVL6']","['ACACA', 'CPT1A', 'CPT2', 'ACACB', 'ALDH6A1']"
179,HMDB0006260,"['HADHA', 'ECI2', 'ECI1']","['ACOX1', 'ACOX2', 'ACOX3']"
180,HMDB0006889,"['HSD17B4', 'ACAA1']","['ACOX1', 'ACOX2', 'ACAD9', 'ACOX3']"
181,HMDB0000294,[],"['AGMAT', 'ARG2', 'ALLC', 'ARG1', 'SLC14A1', 'SLC14A2', 'SLC5A5', 'SLC5A1']"
182,HMDB0001432,['AGMAT'],"['AZIN2', 'SLC22A2']"
183,HMDB0003598,"['RPE65', 'PNLIPRP1', 'LIPE', 'AADAC', 'PNPLA4', 'PNLIP', 'PNPLA3', 'LIPC', 'PNLIPRP2', 'PNPLA2', 'DAGLB', 'CES3', 'RBP4', 'LIPG', 'DAGLA', 'PNLIPRP3', 'CES2', 'CEL', 'LIPF', 'CES1', 'CES5A']","['AWAT2', 'DGAT2', 'RBP1', 'RBP2', 'DGAT1', 'AWAT1', 'LRAT']"
184,HMDB0003944,"['ECHS1', 'ACAA2', 'HADH', 'ACAA1', 'HSD17B4', 'HADHA']","['ACOX1', 'ECI1', 'ECI2', 'ACADSB', 'EHHADH', 'ACOX3', 'ACADS', 'ACADM', 'ACADL']"
185,HMDB0003950,"['ECHS1', 'EHHADH', 'HADHA']","['ACOX1', 'ACADM', 'ACAD9', 'ACOX3']"
186,HMDB0006529,"['ECHS1', 'EHHADH', 'ACADS', 'HADHA', 'FADS2', 'TECRL', 'TECR', 'ECI2', 'ECI1', 'PECR']","['ACOX1', 'HACD3', 'SCD', 'HACD1', 'ACADL', 'HACD2', 'ACADM', 'ACADVL', 'ACAD9', 'HIGD2A', 'ACOX3', 'HACD4']"
187,HMDB0012576,[],"['ACOX1', 'ACOX3']"
188,HMDB0011123,"['ACAA2', 'HADH', 'ACAA1', 'HSD17B4']","['ACOX1', 'ECI1', 'ECI2', 'EHHADH', 'ACOX2', 'ACOX3', 'ECH1']"
189,HMDB0000305,"['AWAT2', 'DGAT2', 'RDH10', 'ADH6', 'CYP26B1', 'ADHFE1', 'ADH1B', 'RDH11', 'ADH1C', 'HSD17B6', 'DHRS9', 'RDH8', 'ADH7', 'ADH5', 'ADH1A', 'RDH14', 'RDH13', 'DGAT1', 'SDR16C5', 'DHRS3', 'ADH4', 'RDH12', 'AWAT1', 'CYP26A1', 'LRAT', 'SCARF2', 'RPP14', 'RETSAT']","['PNLIPRP1', 'LIPE', 'AADAC', 'CLPS', 'PNPLA4', 'PNLIP', 'PNPLA3', 'LIPC', 'PNLIPRP2', 'PNPLA2', 'DAGLB', 'CES3', 'LIPG', 'DAGLA', 'PNLIPRP3', 'CES2', 'CEL', 'LIPF', 'CES1', 'CES5A', 'STRA6', 'RBP1', 'RBP4', 'RBP2']"
190,HMDB0001064,"['ELOVL2', 'ACOT6', 'ELOVL5', 'BAAT', 'ELOVL4', 'ACOT7', 'ACOT1', 'GPAT3', 'HADHB', 'ELOVL1', 'ACOT4', 'ACADM', 'ACOT2', 'GPAT4', 'ACADVL', 'FADS1', 'SOAT2', 'SOAT1', 'FADS3', 'HADHA', 'ACADS', 'ELOVL6', 'FADS2', 'ELOVL7', 'ELOVL3', 'GPAT2', 'GPAM', 'ACAD9']","['CRAT', 'SLC27A4', 'ABCD1', 'PDZD4', 'PNCK', 'SLC6A8', 'SRPK3', 'BCAP31', 'IDH3G']"
191,HMDB0002009,[],"['ACOX1', 'ACADSB', 'ACAD10', 'ACAD8', 'ACADM', 'ACAD9', 'ACAD11', 'ACOX3', 'GCDH', 'ACADS']"
192,HMDB0001518,"['UGT1A4', 'UGT1A9', 'UGT1A6', 'UGT2B28', 'UGT2B10', 'UGT2B11', 'UGT2B4', 'UGT1A3', 'UGT1A1', 'UGT1A5', 'UGT2B17', 'UGT1A10', 'UGT1A7', 'UGT2B7', 'UGT2B15']","['ACOX1', 'SLC27A4', 'ECHS1', 'ACOT8', 'BAAT', 'ACOT7', 'ACOT1', 'AASDH', 'HADHB', 'HSD17B10', 'AMACR', 'ACOT4', 'SLC27A2', 'ACAA2', 'ACSF3', 'HADH', 'ACOT2', 'ACAA1', 'HSD17B4', 'ACSF2', 'ACOX3', 'HADHA', 'SLC27A3', 'SLC27A1']"
193,HMDB0011669,['PIGL'],"['PIGP', 'PYURF', 'PIGA', 'DPM2', 'PIGH', 'PIGQ', 'PIGC', 'PIGY']"
194,HMDB0001275,"['ACADSB', 'PCCA', 'PCCB', 'ACAD10', 'ACAD8', 'FASN', 'ACAD9', 'ACAD11', 'ACOT9']","['ACOX1', 'MLYCD', 'ACSS2', 'SLC27A4', 'ECHS1', 'ACOT8', 'AACS', 'BAAT', 'ACOT7', 'ACOT1', 'ACSS3', 'AASDH', 'EHHADH', 'HADHB', 'HSD17B10', 'AMACR', 'ACOT4', 'SLC27A2', 'ALDH6A1', 'ACAA2', 'MYO5B', 'ACSF3', 'HADH', 'ACADM', 'ACOT2', 'ACAA1', 'HSD17B4', 'ACSS1', 'ACSF2', 'ACOX3', 'HADHA', 'ACADS', 'SLC27A3', 'SLC27A1', 'ECHDC1', 'ABCD1', 'PDZD4', 'PNCK', 'SLC6A8', 'SRPK3', 'BCAP31', 'IDH3G']"
195,HMDB0062217,"['ELOVL2', 'ELOVL5', 'ACOX1', 'ELOVL4', 'GPAT3', 'GPAT2', 'ACADM', 'ACADL', 'GPAT4', 'ACADVL', 'SOAT2', 'GPAM', 'ACAD9', 'SOAT1', 'ACOX3', 'ELOVL6']","['MYO5B', 'ACAA1', 'CRAT', 'CPT2']"
196,HMDB0006532,"['ELOVL2', 'ACOT6', 'ELOVL5', 'ELOVL4', 'BAAT', 'ACOT7', 'ACOT1', 'ELOVL1', 'ACOT4', 'ACOT2', 'ACADS', 'ELOVL6', 'GPAT3', 'GPAT2', 'SOAT2', 'GPAM', 'SOAT1', 'ACAD9', 'GPAT4']","['SCD5', 'ACSL1', 'HADHB', 'SCD', 'SLC27A2', 'ACAA2', 'MYO5B', 'ACAA1', 'ACADVL', 'ACSL4', 'ACSL6', 'ACSL5', 'HADHA', 'ACSL3']"
197,HMDB0006497,"['ELOVL2', 'ACOT6', 'ELOVL5', 'SCD5', 'ELOVL4', 'BAAT', 'ELOVL3', 'ACOT7', 'ACOT1', 'GPAT3', 'SCD', 'ELOVL1', 'ACOT4', 'GPAT2', 'ELOVL7', 'ACADL', 'ACADM', 'ACOT2', 'GPAT4', 'ACADVL', 'SOAT2', 'GPAM', 'ACAD9', 'SOAT1', 'ELOVL6']","['HADHB', 'ACAA2', 'HADHA', 'CRAT']"
198,HMDB0062221,"['ELOVL2', 'ELOVL5', 'ACOX1', 'ELOVL4', 'ELOVL3', 'GPAT3', 'EHHADH', 'GPAT2', 'ELOVL7', 'GPAT4', 'SOAT2', 'GPAM', 'SOAT1', 'HSD17B4', 'ACOX3', 'ELOVL6']","['ACSL1', 'MYO5B', 'ACAA1', 'CRAT', 'ABCD1', 'ABCD2']"
199,HMDB0006521,"['ELOVL2', 'ACOT6', 'ELOVL5', 'ACOX1', 'BAAT', 'ELOVL4', 'ELOVL3', 'ACOT7', 'ACOT1', 'GPAT3', 'ELOVL1', 'ACOT4', 'GPAT2', 'ELOVL7', 'ACADM', 'ACADL', 'ACOT2', 'GPAT4', 'ACADVL', 'SOAT2', 'GPAM', 'ACAD9', 'SOAT1', 'ACOX3', 'ELOVL6']","['SCD5', 'HADHB', 'SCD', 'ACAA2', 'MYO5B', 'ACAA1', 'HADHA', 'CRAT', 'CPT2']"
200,HMDB0006290,"['ELOVL2', 'ACOT6', 'ELOVL5', 'ECHS1', 'BAAT', 'ELOVL4', 'ELOVL3', 'ACOT7', 'ACOT1', 'GPAT3', 'HADHB', 'HSD17B10', 'ELOVL1', 'ACOT4', 'ACAA2', 'GPAT2', 'HADH', 'ELOVL7', 'ACADM', 'ACADL', 'ACOT2', 'ACAA1', 'GPAT4', 'ACADVL', 'FADS1', 'ACAD9', 'FADS3', 'HADHA', 'ACADS', 'ELOVL6', 'GPAM', 'FADS2', 'SOAT2', 'SOAT1']",['CRAT']
201,HMDB0003948,"['ACAA2', 'HADH', 'ACAA1', 'HSD17B4']","['ACOX1', 'ECI1', 'ECI2', 'ACADM', 'ACAD9', 'ACOX3', 'ACADL']"
202,HMDB0003946,"['ECHS1', 'EHHADH', 'HADHA']","['ACOX1', 'ACADL', 'ACADM', 'ACADVL', 'ACAD9', 'ACOX3']"
203,HMDB0304089,"['ACAA1', 'HSD17B4']","['ACOX1', 'ECI2', 'ACADL', 'ACADM', 'ACADVL', 'ACAD9', 'ACOX3']"
204,HMDB0001168,"['DECR1', 'DECR2']","['ACOX1', 'ACADM']"
205,HMDB0000288,"['ACP2', 'ACP5', 'NT5M', 'NT5E', 'NT5C3A', 'ACP6', 'ACP3', 'NT5C2', 'NT5C', 'CMPK2', 'NT5C1B', 'NT5C1A', 'NUDT14']","['UCK2', 'UCKL1', 'ENPP3', 'DPAGT1', 'UMPS', 'ENTPD4', 'CANT1', 'ITPA', 'ENPP1', 'UPRT', 'UCK1', 'ENTPD8', 'ENTPD3', 'ENTPD1', 'ENPP2', 'ENTPD5', 'NUDT2', 'ENTPD6', 'SLC35A2', 'SLC35D2', 'SLC35B4', 'SLC35A3', 'SLC35D1']"
206,HMDB0001202,"['ACP2', 'NT5C1A', 'GUCA1A', 'ACP5', 'NT5E', 'NT5C3A', 'ACP6', 'ACP3', 'NT5C', 'NT5C1B', 'NT5C2', 'CMPK2', 'NT5M']","['DCK', 'DCTPP1']"
207,HMDB0060357,"['GSTA4', 'GSTO1', 'GSTA3', 'GSTK1', 'MGST2', 'GSTM4', 'GSTA2', 'GSTA1', 'GSTM3', 'GSTA5', 'GSTM5', 'GSTO2', 'MGST1', 'GSTP1', 'GSTM1', 'MGST3', 'GSTM2', 'GSTT1', 'GSTT2', 'GSTT2B']","['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP1A1', 'CYP3A5', 'CYP3A43', 'CYP2C19', 'CYP2C9']"
208,HMDB0001881,"['PTGR3', 'ADH6', 'ADHFE1', 'ADH1B', 'ADH1C', 'ADH7', 'ADH5', 'ADH1A', 'ADH4']","['AKR1B1', 'AKR1B10', 'AKR7A2', 'AKR1A1']"
209,HMDB0000108,"['PTGR3', 'ADH6', 'ADHFE1', 'ADH1B', 'ADH1C', 'ADH7', 'ADH5', 'ADH1A', 'AKR1A1', 'CAT', 'ADH4', 'CYP2E1', 'SULT2B1', 'UGT1A1']",[]
210,HMDB0060332,"['GSTA4', 'GSTO1', 'GSTA3', 'GSTK1', 'MGST2', 'GSTM4', 'GSTA2', 'GSTA1', 'GSTM3', 'GSTA5', 'GSTM5', 'GSTO2', 'MGST1', 'GSTP1', 'GSTM1', 'MGST3', 'GSTM2', 'GSTT1', 'GSTT2', 'GSTT2B']","['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP1A1', 'CYP3A5', 'CYP3A43', 'CYP2C19', 'CYP2C9']"
211,HMDB0062439,[],"['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP3A5', 'CYP1A1', 'CYP2C9', 'CYP2C19', 'CYP3A43']"
212,HMDB0060331,"['GSTA4', 'GSTO1', 'GSTA3', 'GSTK1', 'MGST2', 'GSTM4', 'GSTA2', 'GSTA1', 'GSTM3', 'GSTA5', 'GSTM5', 'GSTO2', 'MGST1', 'EPHX1', 'GSTP1', 'GSTM1', 'MGST3', 'GSTM2', 'GSTT1', 'GSTT2', 'GSTT2B']","['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP1A1', 'CYP3A5', 'CYP3A43', 'CYP2C19', 'CYP2C9']"
213,HMDB0062382,[],"['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP1A1', 'CYP3A5', 'CYP2C19', 'CYP3A43', 'CYP2C9']"
214,HMDB0062223,[],"['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP1A1', 'CYP3A5', 'CYP2C19', 'CYP3A43', 'CYP2C9']"
215,HMDB0060422,['EPHX1'],"['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP1A1', 'CYP3A5', 'CYP2C19', 'CYP3A43', 'CYP2C9']"
216,HMDB0060419,['SULT2A1'],"['CYP1B1', 'CYP2C18', 'CYP3A7', 'CYP2C8', 'CYP3A4', 'CYP1A1', 'CYP3A5', 'CYP2C19', 'CYP3A43', 'CYP2C9']"
217,HMDB0060341,['EPHX1'],['CYP1B1']
